DESCRIPTION_item1,item2,DESCRIPTION_item2,antecedent support,consequent support,item2_count,Count_validate_item2,rule_support,Combined_Baskets,confidence,lift,TOTALQTY_item1,TOTALADJREV_item1,AUR_item1,TOTALQTY_item2,TOTALADJREV_item2,dept_item2,AUR_item2,Combined_ADJREV,ValueAdded_fromitem2,ExpectedVA_fromitem2
RibEye,7929,MILD ITALIAN SAUSAGE,0.187161984,0.008895594,2158,2158,0.00228367,554,0.012201568,1.371641714,17746.706,328282.894,18.49824379,2620.93,16874.64,12,6.438416898,345157.534,38.53610408,205.8970699
NYStrip,529001,DAISY BRAND SOUR CREAM 8OZ,0.175261344,0.012894077,3128,3128,0.002279548,553,0.013006562,1.008723756,20667.6425,291081.83,14.08393967,3234,6435.17,5,1.989848485,297517,14.66927603,83.69943811
NYStrip,-501130854,(I) Employee Discount - 30% EMPLOYEE DISC,0.175261344,0.009736512,2362,2362,0.002275425,552,0.012983042,1.333438672,20667.6425,291081.83,14.08393967,2361,-58216.63,14,-24.65761542,232865.2,-132.4675989,-755.8289569
NYStrip,1615962,[WENNER] FRENCH BAGUETTE,0.175261344,0.010940179,2654,2654,0.002271303,551,0.012959522,1.184580399,20667.6425,291081.83,14.08393967,2836,9330.44,5,3.29,300412.27,21.19225877,120.9180431
RibEye,1013251,ABF PACKAGED CHICKEN BREAST,0.187161984,0.012040793,2921,2921,0.002271303,551,0.012135495,1.007865088,17746.706,328282.894,18.49824379,8979.87,27335.58,14,3.044095293,355618.474,62.08739192,331.7307854
FiletMignon,4039983,HERB OG TFM ROSEMARY .5 OZ,0.263875148,0.006385206,1549,1549,0.002271303,551,0.008607492,1.348036621,32963.67,584684.9525,17.73725294,1613,4016.37,4,2.49,588701.3225,9.122394267,34.57087309
CrabCakes,528993,CHOBANI GREEK YOGURT 5.3 OZ,0.159098404,0.013293926,3225,3225,0.002267181,550,0.014250181,1.071931782,46943.165,365938.355,7.795349014,11385,12817,4,1.125779534,378755.355,29.0584603,182.6445746
FiletMignon,7929,MILD ITALIAN SAUSAGE,0.263875148,0.008895594,2158,2158,0.002267181,550,0.008591871,0.965856837,32963.67,584684.9525,17.73725294,2620.93,16874.64,12,6.438416898,601559.5925,38.25786506,144.9847221
NYStrip,1451,ONIONS CV YELLOW JUMBO,0.175261344,0.012164457,2951,2951,0.002267181,550,0.012936002,1.063426165,20667.6425,291081.83,14.08393967,3064.9,5153.95,5,1.68160462,296235.78,11.68493809,66.67150787
NYStrip,840653,ALEXIA POTATOES FAMILY SIZE,0.175261344,0.009377886,2275,2275,0.002254815,547,0.012865442,1.371891569,20667.6425,291081.83,14.08393967,2512,14153.38,7,5.634307325,305235.21,31.91324883,182.0894903
RibEye,7741,CHOCOLATE CHUNK COOKIE 8CT,0.187161984,0.010437277,2532,2532,0.002250693,546,0.012025372,1.152156041,17746.706,328282.894,18.49824379,2661.92,15568.34,14,5.848537897,343851.234,35.0395464,187.2150833
RibEye,5062323,PEPPERS CV RED BELL FAIR TRADE,0.187161984,0.012123236,2941,2941,0.00224657,545,0.012003348,0.990110891,17746.706,328282.894,18.49824379,3535,10294.66,14,2.912209335,338577.554,23.12767816,123.5703837
FiletMignon,9,TOMATOES CV SLICER,0.263875148,0.008067043,1957,1957,0.00224657,545,0.008513763,1.055375933,32963.67,584684.9525,17.73725294,2181.57,5397.01,5,2.473910991,590081.9625,12.12476277,45.94886197
RibEye,150698,PORTERHOUSE STEAK PREMIUM CHOICE,0.187161984,0.006941696,1684,1684,0.002242448,544,0.011981323,1.725993566,17746.706,328282.894,18.49824379,3381.37,47816.95,4,14.1412948,376099.844,107.2270347,572.9103339
Salmon,142911,CR PRIME CENTER CUT PORK CHOPS,0.285994592,0.010536209,2556,2556,0.002242448,544,0.007840876,0.744183831,11901.97778,129734.5489,10.90025131,4946.03,27119.54,4,5.4830925,156854.0889,60.81416436,212.6409594
RibEye,4039981,HERB OG TFM THYME .5 OZ,0.187161984,0.007762004,1883,1883,0.002242448,544,0.011981323,1.543586386,17746.706,328282.894,18.49824379,1939,4828.11,14,2.49,333111.004,10.8267867,57.84714651
Salmon,151582,CUCUMBERS CV BABY HOT HOUSE,0.285994592,0.005803984,1408,1408,0.002238326,543,0.007826463,1.348463993,11901.97778,129734.5489,10.90025131,1505,5480.95,2,3.641827243,135215.4989,12.26815332,42.89645215
FiletMignon,147631,EGGLANDS BEST CAGE FREE GRADE A LARGE,0.263875148,0.008957426,2173,2173,0.002234204,542,0.008466898,0.945237776,32963.67,584684.9525,17.73725294,2349,8188.05,14,3.485759898,592873.0025,18.2937735,69.32738307
Salmon,850339,GRAPES CV COTTON CANDY,0.285994592,0.007399255,1795,1795,0.002230082,541,0.007797636,1.053840759,11901.97778,129734.5489,10.90025131,3460.01,23855.67,12,6.894682385,153590.2189,53.2000951,186.0178361
CrabCakes,558016,TFM RBST FREE MILK 64OZ,0.159098404,0.01683485,4084,4084,0.002230082,541,0.014016997,0.832617834,46943.165,365938.355,7.795349014,4250,11749.09,5,2.764491765,377687.445,26.20143158,164.6869543
NYStrip,16,GRAPES CV RED SEEDLESS,0.175261344,0.0165463,4014,4014,0.002217715,538,0.012653762,0.764748739,20667.6425,291081.83,14.08393967,7661.37,22380.47,7,2.921209914,313462.3,49.63351166,283.1971414
CrabCakes,39950,APPLES CV HONEYCRISP LARGE,0.159098404,0.016492712,4001,4001,0.002217715,538,0.013939268,0.845177451,46943.165,365938.355,7.795349014,7611.22,25208.98,5,3.312081375,391147.335,55.90634168,351.3947362
FiletMignon,2813951,ISABELLE HMSTYL TUNA SLD,0.263875148,0.010391934,2521,2521,0.002217715,538,0.008404412,0.808743754,32963.67,584684.9525,17.73725294,1982.12,23780.49,12,11.99750267,608465.4425,52.73835749,199.8610245
CrabCakes,79911,BERRIES OG BLACKBERRIES 6 OZ,0.159098404,0.014114233,3424,3424,0.002213593,537,0.013913359,0.985767979,46943.165,365938.355,7.795349014,4317,18658.98,5,4.322209868,384597.335,41.30339113,259.6090854
NYStrip,1019343,AVOCADOS CV HASS 4 CT BAG,0.175261344,0.013388735,3248,3248,0.002209471,536,0.012606722,0.94159172,20667.6425,291081.83,14.08393967,3415,19015.46,4,5.568216691,310097.29,42.0141083,239.7226182
Salmon,2148548,SPRINGER FC SAVORY WINGS,0.285994592,0.00867712,2105,2105,0.002205349,535,0.007711156,0.888676838,11901.97778,129734.5489,10.90025131,1966.76,21616.02,4,10.99067502,151350.5689,47.6708659,166.6845013
RibEye,3488801,PARMIGIANO REGGIANO 2121 REC,0.187161984,0.011096821,2692,2692,0.002201227,534,0.011761078,1.059860145,17746.706,328282.894,18.49824379,1458.91,30836.47,4,21.13664996,359119.364,67.87806267,362.6701388
FiletMignon,58,GRAPEFRUIT CV RED,0.263875148,0.009138801,2217,2217,0.002201227,534,0.008341925,0.912803031,32963.67,584684.9525,17.73725294,4789,8806.15,4,1.838828565,593491.1025,19.38433295,73.46024463
Salmon,9,TOMATOES CV SLICER,0.285994592,0.008067043,1957,1957,0.002201227,534,0.007696743,0.954097177,11901.97778,129734.5489,10.90025131,2181.57,5397.01,5,2.473910991,135131.5589,11.88004279,41.53939666
Salmon,10019,ORANGES CV NAVEL CARA CARA,0.285994592,0.006290397,1526,1526,0.002201227,534,0.007696743,1.223570233,11901.97778,129734.5489,10.90025131,3335.91,6686.02,13,2.00425671,136420.5689,14.71744608,51.46057481
CrabCakes,1483,TOMATOES CV BEEFSTEAK,0.159098404,0.014897441,3614,3614,0.002197105,533,0.013809721,0.926986134,46943.165,365938.355,7.795349014,4527.52,12333.89,16,2.724204421,378272.245,27.0988465,170.3275824
Salmon,90,PEPPERS CV YELLOW BELL FAIR TRADE,0.285994592,0.005935892,1440,1440,0.002192982,532,0.007667916,1.291788219,11901.97778,129734.5489,10.90025131,1703,4985.97,3,2.9277569,134720.5189,10.93414474,38.23199827
NYStrip,840716,KETTLE BRAND CHIPS 8-9 OZ,0.175261344,0.011138042,2702,2702,0.002176494,528,0.012418562,1.114968094,20667.6425,291081.83,14.08393967,3577,12671.48,12,3.542488119,303753.31,27.5793985,157.3615598
Salmon,64454,GREENS OG KALE,0.285994592,0.00453024,1099,1099,0.002176494,528,0.007610262,1.67988058,11901.97778,129734.5489,10.90025131,1349,3989.02,4,2.957020015,133723.5689,8.682077562,30.35748861
Salmon,2128833,TURKEY OVEN ROASTED - GRAB & GO,0.285994592,0.005614365,1362,1362,0.002172372,527,0.007595849,1.352931122,11901.97778,129734.5489,10.90025131,946.56,10382.83,2,10.96901411,140117.3789,22.55536625,78.86640833
FiletMignon,3249,CARROTS OG CELLO 2 LB,0.263875148,0.00932842,2263,2263,0.002172372,527,0.008232574,0.882526125,32963.67,584684.9525,17.73725294,2309,7413.91,12,3.210874838,592098.8625,16.10576841,61.03556363
CrabCakes,7484,LEMON ORZO WITH PINE NUTS,0.159098404,0.007234369,1755,1755,0.002172372,527,0.013654265,1.887416171,46943.165,365938.355,7.795349014,1494.92,14951.93,7,10.00182618,380890.285,32.48114987,204.1576099
Salmon,5079889,SALAD CV TAYLOR FARMS CHOPPED CAESAR,0.285994592,0.009563382,2320,2320,0.00216825,526,0.007581436,0.792756732,11901.97778,129734.5489,10.90025131,2755,12631.66,12,4.584994555,142366.2089,27.38859138,95.76611646
CrabCakes,8116,COLD SMOKED SALMON SIDE,0.159098404,0.00950155,2305,2305,0.00216825,526,0.013628355,1.434329701,46943.165,365938.355,7.795349014,1317.95,30337.65,12,23.0188171,396276.005,65.77959661,413.4522723
NYStrip,2240421,HMR - ASPARAGUS TIPS,0.175261344,0.014097744,3420,3420,0.002160005,524,0.012324482,0.874216588,20667.6425,291081.83,14.08393967,2254.54,21500.35,12,9.536468637,312582.18,46.44086944,264.980676
RibEye,558060,TFM SLICED CHEESE,0.187161984,0.012102625,2936,2936,0.002155883,523,0.011518809,0.951761203,17746.706,328282.894,18.49824379,3421,17070.79,4,4.99,345353.684,36.80262816,196.635168
RibEye,1327,ORANGES CV NAVEL,0.187161984,0.013133162,3186,3186,0.002151761,522,0.011496784,0.875401107,17746.706,328282.894,18.49824379,6885.87,11969.71,5,1.738300316,340252.604,25.75595494,137.6131755
RibEye,155150,BACON CHEDDAR BURGER 7 OZ,0.187161984,0.009414985,2284,2284,0.002147639,521,0.01147476,1.218776253,17746.706,328282.894,18.49824379,5881.43,19436.63,7,3.304745615,347719.524,41.74286139,223.0306632
FiletMignon,3775124,TOMATO CV MAVERICK MIX,0.263875148,0.00906048,2198,2198,0.002147639,521,0.008138845,0.898279616,32963.67,584684.9525,17.73725294,2356,11756.44,5,4.99,596441.3925,25.24858709,95.68383854
NYStrip,5062323,PEPPERS CV RED BELL FAIR TRADE,0.175261344,0.012123236,2941,2941,0.002143517,520,0.012230402,1.008839739,20667.6425,291081.83,14.08393967,3535,10294.66,14,2.912209335,301376.49,22.06677549,125.9078298
Salmon,1991567,SALAD OG ORGANIC GIRL ROMAINE HEARTS 7OZ,0.285994592,0.00648826,1574,1574,0.002139395,519,0.007480542,1.152934963,11901.97778,129734.5489,10.90025131,1744,8152.96,3,4.674862385,137887.5089,17.4423981,60.98855924
NYStrip,7929,MILD ITALIAN SAUSAGE,0.175261344,0.008895594,2158,2158,0.002135272,518,0.012183362,1.369595061,20667.6425,291081.83,14.08393967,2620.93,16874.64,12,6.438416898,307956.47,36.03195291,205.5898469
RibEye,1571,POTATOES CV YUKON GOLD,0.187161984,0.011241096,2727,2727,0.002135272,518,0.011408686,1.014908715,17746.706,328282.894,18.49824379,4715.23,6184.18,4,1.311533054,334467.074,13.20490882,70.55337063
Salmon,1316,PEPPERS CV ORANGE BELL FAIR TRADE,0.285994592,0.005721541,1388,1388,0.00213115,517,0.007451715,1.302396608,11901.97778,129734.5489,10.90025131,1615,4710.85,4,2.916934985,134445.3989,10.03952913,35.10391251
RibEye,840653,ALEXIA POTATOES FAMILY SIZE,0.187161984,0.009377886,2275,2275,0.002127028,516,0.011364637,1.211855004,17746.706,328282.894,18.49824379,2512,14153.38,7,5.634307325,342436.274,30.10463692,160.8480328
NYStrip,897143,POTATOES CV ONE-BITE GOLD 24 OZ,0.175261344,0.010123994,2456,2456,0.002127028,516,0.012136322,1.198768165,20667.6425,291081.83,14.08393967,2788,13911.12,4,4.98964132,304992.95,29.58934309,168.8298309
Salmon,25613,BERRIES CV STRAWBERRIES 2 LB,0.285994592,0.00716017,1737,1737,0.002127028,516,0.007437302,1.038704618,11901.97778,129734.5489,10.90025131,1793,12067.83,x,6.730524261,141802.3789,25.66861347,89.75209398
Salmon,1339,CABBAGE CV GREEN,0.285994592,0.006381084,1548,1548,0.002122906,515,0.007422888,1.16326444,11901.97778,129734.5489,10.90025131,4769.77,4149.17,12,0.869888904,133883.7189,8.808297677,30.79882603
NYStrip,155150,BACON CHEDDAR BURGER 7 OZ,0.175261344,0.009414985,2284,2284,0.002122906,515,0.012112802,1.28654503,20667.6425,291081.83,14.08393967,5881.43,19436.63,7,3.304745615,310518.46,41.26213746,235.4320495
FiletMignon,528985,BAYS ENGLISH MUFFINS 12OZ,0.263875148,0.008141241,1975,1975,0.002122906,515,0.008045115,0.988192694,32963.67,584684.9525,17.73725294,2126,9545.74,2,4.49,594230.6925,20.26470823,76.79657731
FiletMignon,1387686,TFM EGGS WHITE CAGE FREE,0.263875148,0.0085617,2077,2077,0.002118784,514,0.008029494,0.937838661,32963.67,584684.9525,17.73725294,2319,8085.82,4,3.48677016,592770.7725,17.13210444,64.92503952
NYStrip,3488801,PARMIGIANO REGGIANO 2121 REC,0.175261344,0.011096821,2692,2692,0.002114662,513,0.012065762,1.087316983,20667.6425,291081.83,14.08393967,1458.91,30836.47,4,21.13664996,321918.3,65.20870066,372.0655058
Salmon,4039980,HERB OG TFM BASIL .5 OZ,0.285994592,0.005832839,1415,1415,0.002114662,513,0.007394062,1.267660928,11901.97778,129734.5489,10.90025131,1534,3819.66,2,2.49,133554.2089,8.077288534,28.24280167
FiletMignon,47904,26-30 CT RAW PEELED AND DEVEINED SHRIMP,0.263875148,0.010214681,2478,2478,0.00211054,511,0.00799825,0.783015156,32963.67,584684.9525,17.73725294,2683.21,37134.03,4,13.83940504,621818.9825,78.37283736,297.0072697
FiletMignon,474332,CELERY CV STALK,0.263875148,0.00882964,2142,2142,0.00211054,511,0.00799825,0.905841063,32963.67,584684.9525,17.73725294,2496,7463.04,12,2.99,592147.9925,15.75104076,59.69126254
FiletMignon,29025,PARSLEY OG ITALIAN,0.263875148,0.009180022,2227,2227,0.00211054,511,0.00799825,0.871266977,32963.67,584684.9525,17.73725294,2339,4620.61,4,1.975463873,589305.5625,9.75197995,36.9567957
Salmon,1331,CHERRIES CV RED,0.285994592,0.006207954,1506,1506,0.00211054,511,0.007379648,1.188740799,11901.97778,129734.5489,10.90025131,1821.68,16312.65,2,8.954728602,146047.1989,34.42849228,120.3816201
Salmon,558013,TFM BUTTER 16OZ,0.285994592,0.007135437,1731,1731,0.00211054,511,0.007379648,1.034225097,11901.97778,129734.5489,10.90025131,1914,7632.38,5,3.987659352,137366.9289,16.10843952,56.3242802
CrabCakes,81748,BERRIES CV BLUEBERRIES 18 OZ,0.159098404,0.012453008,3021,3021,0.002106417,510,0.013239714,1.063174012,46943.165,365938.355,7.795349014,3245,32180.55,2,9.916964561,398118.905,67.78566915,426.0612771
FiletMignon,2148548,SPRINGER FC SAVORY WINGS,0.263875148,0.00867712,2105,2105,0.002106417,510,0.007982629,0.919962891,32963.67,584684.9525,17.73725294,1966.76,21616.02,4,10.99067502,606300.9725,45.53235976,172.5526638
RibEye,1019343,AVOCADOS CV HASS 4 CT BAG,0.187161984,0.013388735,3248,3248,0.002102295,509,0.011232491,0.838950844,17746.706,328282.894,18.49824379,3415,19015.46,4,5.568216691,347298.354,39.97611051,213.5909744
Salmon,462667,TFM SPRING WATER 24PK,0.285994592,0.006331619,1536,1536,0.002102295,509,0.007350822,1.160970381,11901.97778,129734.5489,10.90025131,1754,8709.48,5,4.965496009,138444.0289,18.3098981,64.02183338
Salmon,456367,ABF SPLIT CHICKEN BREAST,0.285994592,0.007527041,1826,1826,0.002102295,509,0.007350822,0.976588447,11901.97778,129734.5489,10.90025131,4964.22,16144.09,3,3.252089956,145878.6389,33.9396431,118.6723249
FiletMignon,3137719,ARTISAN BAGUETTE,0.263875148,0.007506431,1821,1821,0.002098173,508,0.007951386,1.05927652,32963.67,584684.9525,17.73725294,1973,7872.27,4,3.99,592557.2225,16.51738487,62.59545459
CrabCakes,1327,ORANGES CV NAVEL,0.159098404,0.013133162,3186,3186,0.002094051,508,0.013161986,1.002194738,46943.165,365938.355,7.795349014,6885.87,11969.71,5,1.738300316,377908.065,25.0651822,157.5451518
NYStrip,3450287,TFM POTATO CHIPS 10 OZ,0.175261344,0.010062162,2441,2441,0.002089929,507,0.011924642,1.18509739,20667.6425,291081.83,14.08393967,3240,9785.17,14,3.020114198,300867,20.4503083,116.6846483
Salmon,44996,SEAFOOD SALAD,0.285994592,0.008701853,2111,2111,0.002089929,507,0.007307581,0.839772997,11901.97778,129734.5489,10.90025131,1480.7,17243.14,2,11.64526238,146977.6889,36.03693436,126.0056498
Salmon,11714,JUICE TFM FRESH SQUEEZED CV ORANGE 64 OZ,0.285994592,0.006921086,1679,1679,0.002089929,507,0.007307581,1.055843237,11901.97778,129734.5489,10.90025131,1803,15301.98,5,8.486955075,145036.5289,31.98004823,111.820465
RibEye,25613,BERRIES CV STRAWBERRIES 2 LB,0.187161984,0.00716017,1737,1737,0.002081684,505,0.011122368,1.553366445,17746.706,328282.894,18.49824379,1793,12067.83,x,6.730524261,340350.724,25.12141435,134.2228471
Salmon,5133529,SALAD OG TFM SPRING MIX 5OZ,0.285994592,0.005935892,1440,1440,0.002077562,504,0.007264341,1.223799366,11901.97778,129734.5489,10.90025131,1474,5881.26,5,3.99,135615.8089,12.21868421,42.72347997
NYStrip,1327,ORANGES CV NAVEL,0.175261344,0.013133162,3186,3186,0.00207344,503,0.011830562,0.900815967,20667.6425,291081.83,14.08393967,6885.87,11969.71,5,1.738300316,303051.54,24.81847765,141.608395
Salmon,142917,CR PRIME BONELESS PORK CHOPS,0.285994592,0.00827315,2007,2007,0.00207344,503,0.007249928,0.876320138,11901.97778,129734.5489,10.90025131,3245.58,19682.35,12,6.064355215,149416.8989,40.81017531,142.6956191
CrabCakes,986380,TFM TARTAR SAUCES,0.159098404,0.003755276,911,911,0.002069318,502,0.013006529,3.463534495,46943.165,365938.355,7.795349014,966,2888.34,131,2.99,368826.695,5.976894044,37.56727847
CrabCakes,2240421,HMR - ASPARAGUS TIPS,0.159098404,0.014097744,3420,3420,0.002065196,501,0.01298062,0.920758628,46943.165,365938.355,7.795349014,2254.54,21500.35,12,9.536468637,387438.705,44.40243433,279.0878679
FiletMignon,4907236,BERRIES CV PINK A BOO PINEBERRIES 10 OZ,0.263875148,0.007423988,1801,1801,0.002056952,499,0.00779517,1.049997687,32963.67,584684.9525,17.73725294,1930,14374.7,2,7.448031088,599059.6525,29.56806201,112.0532274
Salmon,3731647,TFM JERSEY MILK 32OZ,0.285994592,0.007906279,1918,1918,0.002056952,499,0.007192274,0.90969147,11901.97778,129734.5489,10.90025131,2075,7864.25,4,3.79,137598.7989,16.17638154,56.56184419
RibEye,79911,BERRIES OG BLACKBERRIES 6 OZ,0.187161984,0.014114233,3424,3424,0.002048707,497,0.010946172,0.775541411,17746.706,328282.894,18.49824379,4317,18658.98,5,4.322209868,346941.874,38.22678843,204.2444071
Salmon,840653,ALEXIA POTATOES FAMILY SIZE,0.285994592,0.009377886,2275,2275,0.002048707,497,0.007163448,0.763865978,11901.97778,129734.5489,10.90025131,2512,14153.38,7,5.634307325,143887.9289,28.99613285,101.3869971
RibEye,1341,POTATOES CV RED,0.187161984,0.009695291,2352,2352,0.002044585,496,0.010924148,1.126747801,17746.706,328282.894,18.49824379,3817.99,4608.71,4,1.207103738,332891.604,9.422900013,50.34622853
NYStrip,5079889,SALAD CV TAYLOR FARMS CHOPPED CAESAR,0.175261344,0.009563382,2320,2320,0.002044585,496,0.011665922,1.219853154,20667.6425,291081.83,14.08393967,2755,12631.66,12,4.584994555,303713.49,25.82650442,147.3599586
NYStrip,7741,CHOCOLATE CHUNK COOKIE 8CT,0.175261344,0.010437277,2532,2532,0.002044585,496,0.011665922,1.11771695,20667.6425,291081.83,14.08393967,2661.92,15568.34,14,5.848537897,306650.17,31.83079673,181.619038
NYStrip,1627,CARROTS OG BABY PEELED 1 LB,0.175261344,0.01111331,2696,2696,0.002044585,496,0.011665922,1.049725266,20667.6425,291081.83,14.08393967,2962,6724.57,12,2.270280216,297806.4,13.74895594,78.44830821
Salmon,854085,SHRIMP COCKTAIL,0.285994592,0.007362155,1786,1786,0.002044585,496,0.007149034,0.971051808,11901.97778,129734.5489,10.90025131,2097.84,13476.08,12,6.423788277,143210.6289,27.55299301,96.3409582
NYStrip,528993,CHOBANI GREEK YOGURT 5.3 OZ,0.175261344,0.013293926,3225,3225,0.002040463,495,0.011642402,0.875768543,20667.6425,291081.83,14.08393967,11385,12817,4,1.125779534,303898.83,26.15261427,149.2206647
CrabCakes,76555,LEAN GROUND SIRLOIN,0.159098404,0.017185233,4169,4169,0.002036341,494,0.012799254,0.744782101,46943.165,365938.355,7.795349014,6374.31,50015.8,12,7.846464951,415954.155,101.8492168,640.1649186
Salmon,1535112,6 CT CORN MUFFINS,0.285994592,0.007040628,1708,1708,0.002036341,494,0.007120208,1.011302922,11901.97778,129734.5489,10.90025131,1779.09,10650.72,2,5.986611133,140385.2689,21.68849624,75.83533698
FiletMignon,846014,SKINNY POP POPCORN 4.4 OZ,0.263875148,0.008594677,2085,2085,0.002032219,492,0.00770144,0.896070891,32963.67,584684.9525,17.73725294,3188,9691.71,14,3.040059598,594376.6625,19.69567434,74.64012607
Salmon,394829,MINI CHOCOLATE CHIP COOKIES 18CT,0.285994592,0.007551774,1832,1832,0.002032219,492,0.007105794,0.94094368,11901.97778,129734.5489,10.90025131,2444.08,10678.83,5,4.36926369,140413.3789,21.70171807,75.88156803
NYStrip,840484,DE CECCO PASTA,0.175261344,0.010981401,2664,2664,0.002028097,491,0.011571842,1.053767364,20667.6425,291081.83,14.08393967,3928,11835.04,4,3.01299389,302916.87,24.00260388,136.9532112
CrabCakes,1434,GARLIC CV LOOSE,0.159098404,0.022527536,5465,5465,0.002023974,490,0.012721526,0.564710032,46943.165,365938.355,7.795349014,1407.36,6992.92,4,4.968821055,372931.275,14.15349113,88.96061043
NYStrip,992516,MUSHROOMS - CV WHOLE WHITE 8OZ,0.175261344,0.010416667,2527,2527,0.002023974,490,0.011548322,1.108638897,20667.6425,291081.83,14.08393967,2923,8605.11,9,2.943930893,299686.94,17.41652243,99.37457982
RibEye,183,TOMATOES CV GRAPE,0.187161984,0.010931935,2652,2652,0.002023974,490,0.010814025,0.989214178,17746.706,328282.894,18.49824379,2992,10905.11,3,3.644756016,339188.004,22.07166358,117.9281343
Salmon,97,SM CUPS - PINEAPPLE CHUNKS SMALL,0.285994592,0.005849327,1419,1419,0.002023974,490,0.007076967,1.209877154,11901.97778,129734.5489,10.90025131,904.33,6103.68,2,6.749394579,135838.2289,12.35369213,43.19554454
Salmon,7484,LEMON ORZO WITH PINE NUTS,0.285994592,0.007234369,1755,1755,0.002023974,490,0.007076967,0.978242554,11901.97778,129734.5489,10.90025131,1494.92,14951.93,7,10.00182618,144686.4789,30.2623237,105.8143216
CrabCakes,31,SQUASH CV ZUCCHINI,0.159098404,0.018586763,4509,4509,0.002019852,489,0.012695616,0.683046109,46943.165,365938.355,7.795349014,4851.55,11743.46,131,2.420558378,377681.815,23.72005425,149.0904602
FiletMignon,394829,MINI CHOCOLATE CHIP COOKIES 18CT,0.263875148,0.007551774,1832,1832,0.002019852,489,0.007654576,1.013612879,32963.67,584684.9525,17.73725294,2444.08,10678.83,5,4.36926369,595363.7825,21.56965893,81.74191114
FiletMignon,5103712,MUSHROOMS - CV SLICED SHITAKE 5OZ,0.263875148,0.005573143,1352,1352,0.00201573,489,0.007638954,1.370672429,32963.67,584684.9525,17.73725294,1585,7903.15,12,4.986214511,592588.1025,15.93061746,60.37179914
NYStrip,860705,PP LOADED TWICE BAKED POTATO,0.175261344,0.010540331,2557,2557,0.002011608,488,0.011477762,1.088937505,20667.6425,291081.83,14.08393967,3988.1,23870.94,12,5.985541987,314952.77,48.01897309,273.9849641
RibEye,81282,TOMATOES CV CAMPARI,0.187161984,0.011781097,2858,2858,0.002011608,488,0.010747952,0.912304795,17746.706,328282.894,18.49824379,3008,13935.92,5,4.632952128,342218.814,28.0336077,149.7825954
Salmon,4534252,TFM FROZEN FRUIT 16OZ,0.285994592,0.004447797,1079,1079,0.002011608,488,0.007033727,1.581395712,11901.97778,129734.5489,10.90025131,1522,7594.78,3,4.99,137329.3289,15.27771996,53.41961142
FiletMignon,29019,CARROTS OG BUNCH TOPS,0.263875148,0.007547652,1831,1831,0.002011608,488,0.007623332,1.010027009,32963.67,584684.9525,17.73725294,2039,6060.61,7,2.972344286,590745.5625,12.19157136,46.20204455
RibEye,3450287,TFM POTATO CHIPS 10 OZ,0.187161984,0.010062162,2441,2441,0.002003364,486,0.010703903,1.063777621,17746.706,328282.894,18.49824379,3240,9785.17,14,3.020114198,338068.064,19.60325411,104.739508
Salmon,3177955,SUSHI SPECIAL,0.285994592,0.006158488,1494,1494,0.002003364,486,0.007004901,1.137438309,11901.97778,129734.5489,10.90025131,2070,2608.2,3,1.26,132342.7489,5.22517313,18.27018161
Salmon,1515084,SALAD CV TAYLOR FARMS SWEET KALE,0.285994592,0.005519555,1339,1339,0.001999242,485,0.006990487,1.266494596,11901.97778,129734.5489,10.90025131,1475,6754.51,12,4.579328814,136489.0589,13.50389687,47.21731551
RibEye,456539,ABF CHICKEN CUTLETS,0.187161984,0.011080332,2688,2688,0.001999242,485,0.010681878,0.964039512,17746.706,328282.894,18.49824379,4372.66,29181.55,4,6.673638014,357464.444,58.34096652,311.7137642
Salmon,171053,PP ROASTED WHITE WINE HERB CHICKEN,0.285994592,0.006034824,1464,1464,0.001995119,484,0.006976074,1.155969737,11901.97778,129734.5489,10.90025131,1538.56,12146.87,12,7.894960223,141881.4189,24.23445571,84.73746152
Salmon,4921467,SALAD OG ORGANIC GIRL 50/50 MIX 5OZ,0.285994592,0.005457723,1324,1324,0.001990997,483,0.00696166,1.275561273,11901.97778,129734.5489,10.90025131,1373,5859.09,12,4.267363438,135593.6389,11.66543196,40.78899496
RibEye,853706,TOMATOES CV MINI SAN MARZANO,0.187161984,0.011043233,2679,2679,0.001990997,483,0.010637829,0.963289391,17746.706,328282.894,18.49824379,2976,12619.24,2,4.240336022,340902.134,25.12487188,134.2413206
FiletMignon,171045,PP ROASTED NATURAL CHICKEN,0.263875148,0.009823077,2383,2383,0.001986875,482,0.007529603,0.76652179,32963.67,584684.9525,17.73725294,2543.66,19946.91,4,7.841814551,604631.8625,39.63201845,150.1923114
FiletMignon,1944845,MARYLAND CRAB CAKE 3 OZ,0.263875148,0.015251946,3700,3700,0.001986875,482,0.007529603,0.493681467,32963.67,584684.9525,17.73725294,9486,42852.16,5,4.517410921,627537.1125,85.14188893,322.6597482
Salmon,171047,PP ROASTED LEMON ROSEMARY CHICKEN,0.285994592,0.005581388,1354,1354,0.001986875,482,0.006947247,1.244716806,11901.97778,129734.5489,10.90025131,1394.32,11200.28,4,8.032790177,140934.8289,22.25355725,77.81111214
CrabCakes,3271144,SUPREME SHRIMP CAKES,0.159098404,0.00289787,703,703,0.001986875,482,0.012488341,4.309490131,46943.165,365938.355,7.795349014,1664,7325.7,7,4.402463942,373264.055,14.55525079,91.48583791
